;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Quem desenvolveu o Slack?;7495005856;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7295674076;7445353272;7296196027;7204525665;7431453125;7347522982;7291372565;7282735652;7716364021;7729275629;8759507090;8870544802;7259024697;7302184648;8034442910;7774828347;15616489043;11938320800;7307707058;7289047623;8745487346;8205771172;48348936176;41103695917;7518954254;7308211288;9197673210;8663275734;139268773362;148102337102;7395412033;7331111179;12252602856;9611344444;140069462919;139947347306;7273678710;7301594150;16642066633;11895090792;150167939088;140213416833;7391654199;7399539992;44461756768;18778560024;173180041862;180774968232;7414554941;7410195831;155889183920;37260310019;154145873222;164566683111;7384429813;7498022393;139756136996;71199011931;146470550280;218935318190;7562018979;7479055682;152306822848;157273446539;145136591402;180102031886
Quem foi casada com o presidente Chirac?;7860118190;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7870063185;7841020156;7838619246;7965277146;8009632064;7916359209;7887112842;7932952808;8109813745;8126344551;9087808315;9157097697;7843248362;7859867123;8304646459;8464219477;14983222739;14924400829;7959923508;7912042216;8863923417;8754537989;47399659920;45400490579;8111348901;7932946156;9335316423;9316561149;145987145047;144229205148;7993651287;7887157796;12697384792;11667790696;148103969507;141842380437;8008057403;8009676748;16870749307;14119585030;154162128188;140028036956;7961001331;7991707167;44217436876;20218384564;-1;156032940222;7980701363;7954062538;167999685980;39713635995;155050255282;180926032620;8105583695;8109061203;149255505679;49520127149;147856697695;147436794878;8048997100;8112531622;152754128298;163745779787;160935356400;151626754234
De que morreu Bruce Carver?;6910410399;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6943598472;6969323156;6950725749;7038256023;6974904345;7071385816;7058867091;6911122881;7201695261;7107684055;8327329903;8281756047;6946089788;7011199883;7587449615;7297765285;14608301285;14257741937;6911016433;6990070418;8139353448;7650447691;47689752834;47324907433;6995325014;6953583289;8783683054;8274615248;140002275114;146434138421;7084123142;7001351067;11482012417;9858457206;139041661718;139607232744;6965902282;6962552738;15875670522;11832677899;150152058586;139195892864;7064954420;6975345515;42662906544;19697359325;150617260202;227142673090;6989908682;7054440320;87520240726;40517436763;149375120535;150169660795;7018782954;7089796816;87226357025;35326319856;144186270240;150267865782;7105500773;7215033887;88747996333;39271960686;142579976774;157506914611
Quem pintou Tormenta no Mar da Galileia?;8102072198;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8028032981;7901899518;8035271502;8058665600;8133200814;8219636773;7944044397;8091385977;8222024847;8185539787;9234730482;9316917287;8007541852;8006487449;8513465749;8409054887;15087799594;15164554023;8071693226;8074158849;9110646229;9019738596;48446765729;47243364269;8246302916;8109082737;9417280180;9832004681;140781545554;140061903608;8092038444;8212295789;10939758319;10222705932;133510445503;140562328620;8181811377;8262015810;10938830689;10918245982;140639065262;137606528446;8181324519;8151990163;11028696184;10940526442;139733401876;140603390539;8257697898;8156833007;10143330277;11057925644;140037729777;141783880860;8226483659;8165530574;11018101383;10271979891;140490162066;140736320884;8238137832;8242253687;10106055180;11038219010;140791584773;140777731879
Em quais cidades o rio Weser passa?;48056246791;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10636928183;10733078177;10831480824;10929441607;10991986490;10967378204;10720091669;10712574925;11452752669;11267967281;12417225201;12470115062;10623415488;10730653893;11467144845;11743991193;18570041974;18833553377;10705196528;10796957398;12252700214;12112899668;50139161877;51261401687;10907839565;10776570963;12832956443;12582774979;142810572268;144702451246;10788765210;10848462511;15138810594;13522887562;153400918185;142237638270;10699403321;10630158140;20306752647;14580581244;139718548857;144096173583;10779156889;10727002046;50065856333;19935912799;219601734466;162897067535;10846709706;10872532303;152235433683;25872710460;143793484537;-1;10864780044;10773237859;155035576087;42907570545;153270516238;164148716440;10876692631;10890669111;143253186493;102110618610;140667266815;-1
Quantas cadeiras tem o estádio do Futebol Clube do Porto;25968951228;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8723473878;8613795487;8697306055;8681229501;8765441088;8749957742;8674677037;8596053459;8967269289;9008287993;10045408946;9924471906;8814881147;8830161022;9370572253;9291738906;17118137743;16523007418;8841678325;8742284713;9827997595;9649394322;48411530807;48506302839;8930663172;8894929903;10533054927;10438891938;143403261739;139440526957;8795706191;8844594117;13223660245;13177820262;142467930026;141974243060;8871637684;8882418495;17644053395;18076431123;152941065855;153542615478;8930060523;9028860577;46426802564;44225673861;-1;-1;9400320558;9183507710;157754230769;144467392377;148543381807;137845520578;9293389803;9319546363;137174130744;141384455179;151712210165;142812660634;9341006955;9354723260;149354127260;148865003998;149305630120;138604728183
Com quem a filha de Robert Kennedy casou-se?;13887149076;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11002375283;10764219449;11218381677;10884297587;10968565817;10867102043;11101261521;11194225797;11223596970;11009226431;12231297412;12159437356;11222313095;11088885802;11553978157;11266379067;19329719195;14471854020;11098582031;11126419823;12203738754;11326745117;51846594129;21785025942;11040705656;11238557073;12593291420;11705215572;146402487363;49549849889;11185369723;10905901972;14897681358;12511926038;144370132005;141535832754;11129365702;11156136548;20124795525;13652313635;156476475937;153880752828;11198678824;11197584328;48431428803;18989876494;-1;203157165448;11032834983;11220632355;151098908735;28091345768;146270992618;227072839111;11143233525;11264887262;151974049022;47861768032;154913628180;169170592583;11260225686;11196846782;145159612637;185008285256;150727255449;150833444127
Que livros de Kerouac foram publicados pela Viking Press?;37553738165;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9580519720;9570007946;9817137414;9539348974;9836307005;9925078974;9618160859;9646962418;10021881476;9924076405;11025662762;10558032596;9694829074;9558419514;10353627642;9909517759;19196894361;15415202053;9591324827;9677417650;10674603677;10314499053;76964901754;44628497906;9798527180;9672990711;11729097400;10865546309;158018528789;158755770494;9695047188;9817947057;14645847023;11670031381;144183765706;143075759533;9795287997;9747821213;19568055921;13881940203;142065885345;143435422376;9867414949;10010567907;50479139126;17231183133;147695985617;189926656912;10063155261;9943844696;143267365489;27977699767;157070062193;182258224169;10210514525;10219947682;148846784052;44533433027;165850589491;177691229130;10531232337;10384855917;140358306616;149474286212;157891202894;149380583571
Qual a altura de Amazon Eve?;10495243450;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10297956607;10244067817;10386781953;10283921439;10536735681;10271638843;10262378895;10452820904;10511662899;10568779221;11458485165;11465286958;10360876583;10441214977;10809203988;10560858949;16478723615;16547149686;10473539568;10425544914;11263772214;10765546072;48544883048;46745839197;10430113690;10328781831;12022606402;11098900682;143900429341;150505005971;10329337018;10565504035;14350019038;11154691695;142916735224;143395302537;10527343515;10373769411;19735270291;11483295399;140908083501;150993240491;10570774434;10438482483;45260121333;13697377374;161080931254;183237160286;10409517667;10355889955;157675149632;29561155129;157430720094;173112575489;10552637829;10502836702;149688719273;54909376939;150904998551;206781156590;10464499518;10604062566;157162495547;156054652003;157831318120;155970772244
Em que museu está exposto O Grito de Munch?;13307174994;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10493438604;10399944133;10419793527;10407142235;10512352067;10622267237;10520143206;10473172367;10670296570;10681391276;12080770142;11874756009;10517707523;10615748199;11007120839;11131312574;19198591996;18857116377;10556072540;10670341064;11647796695;11583047291;50605713913;50842232055;10537727919;10693829989;12365867787;12547271031;152255580279;158737590405;10642420604;10781086204;15254596984;15192969100;145347612850;144825829623;10691720499;10734151943;21624964333;17421975879;138591958388;143046420932;10741565210;10777773193;49060926743;25061082089;217424516759;219247647899;10777997797;10859285106;152772129546;44336509161;153422122945;173331279668;10695372483;10861848876;159866686388;55810267509;160355285445;150168080861;10903936491;10826665343;157663636660;147244507695;150144089430;149992995291
Quem escreveu o livro Os Pilares da Terra?;10337352595;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9864253693;9900375325;9870223953;9901595098;9986593861;10047508458;9810286774;9813223866;10030311974;10075082349;11279579118;11312066055;9903929305;9909247321;10336118931;10410047842;17397287317;17432319340;10024780262;9967516925;10795733727;11054620878;47866289390;48266350892;9953334249;9904239724;11996871577;11631202641;144286654206;51207231085;10032008934;10021923348;14968664261;13052633075;143907659151;141966697629;9910704066;10120546898;19768589923;14518184112;142061713186;143575845502;10023102208;9992923683;47205900267;18874160938;-1;209875696336;10039339272;10154310034;143662956998;25022092077;172123504460;183417587101;10088311521;10248753568;151786769366;39801191019;159727908723;215270857605;10096765985;10424778215;156764861726;98153720836;146516203819;157864854140
James Bond é casado?;7579756819;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7609303345;7798580779;7550570874;7697762450;7690958934;7734756746;7636296508;7666812685;7867559630;7813772535;8712079016;8625399301;7668762711;7659725281;8132726409;8121691074;14660111641;14747132988;7666279755;7625376708;8590343982;8593299694;44736378213;45057292450;7756698855;7763760095;9061332026;9131346662;137288924004;139996302331;7666944960;7698317109;11805701674;10554914815;139818856247;139646834355;7681727900;7823650760;15907304031;12048466627;139203443875;140203512792;7775047700;7749785106;40983801073;16141984834;168955535651;179894455560;7830150912;7756545349;147903834885;22406801062;140154759247;-1;7807765019;7872522653;153818425816;36280664351;154006368532;152833617822;8026845363;7894501576;145277344883;68349939766;154184574704;157858307079
Quem descobriu Ceres?;8806399678;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8879811681;8887699553;8854110365;8886904837;9010092684;8919081473;8863306855;8848039515;9029031326;9082426210;10138704741;9886826859;8915946677;8942743632;9407508022;9164176010;16918948293;15585336566;8910072137;8885133336;9939850941;9814401580;51149908009;45033909644;8978806114;8984667821;10528276849;9903553164;150866491120;149832048827;8989156260;8931217766;13351122344;10988817374;142171964681;150356370475;8923362922;8912757796;19331712615;13826558621;152667813295;140726549269;8939885356;8973008909;45754266269;18370784150;157072845076;191088606129;8950610423;8973876010;157255839860;28163805019;148080420298;156033161059;9005136565;8962488718;148902832388;44993684601;156605483906;268076057478;9034378507;8954238511;148923059040;155717211942;155174441745;161735725387
Que rio a Ponte do Brooklyn cruza?;22305416329;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10611902314;10569618492;10528065636;10671832648;10667973386;10681399683;10602947606;10677014301;10941662065;10775867177;11806950764;12023693605;10655948159;10676650639;10963051365;11051720066;18031199328;17963963435;10610542904;10534569027;11620517660;11733836534;51552732925;68485462310;10881755352;10725775223;12247154276;12215884076;139118295595;139828324036;10685853563;10792840658;15398654699;14334376778;153908086655;143324245926;10736287371;10845669327;20236094291;16548308546;154210745085;142917285359;10794392416;11014113002;50213217901;23056526160;195550924832;180973886781;11034903864;10976737550;152876102179;40183192977;152272842629;244806752485;10947820597;11033344636;160891906971;53484250092;152146065894;136926795587;11390572223;11307507796;151751770739;165263665293;140535278004;142108470212
Quem foi chamado de Frank The Tank?;7725911828;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7754567914;7726822209;7733140605;7655886931;7789627926;7691643306;7689359729;7723194017;7937205287;7820560629;9140463063;9183221001;7729947001;7691038682;8300407265;8142089323;15261654495;14895991981;7832280482;7820601397;8898002609;8609217363;49221430192;46644734626;7825313827;7716316303;9565943760;9067903011;147622508995;138333808313;7816351323;7778229072;12065137055;10332893509;140477061226;140005355876;7759238386;7769318861;16766118411;11975536493;150349077705;140243841725;7857915249;7868410727;46617138740;15814692550;175040526480;182675514621;7830391307;7871846929;168980214288;21826511756;132773701064;150359888575;7885694779;7867361294;163095813191;38524638190;140884614362;161664478589;7887431430;7844080266;167938668405;153840217740;147334735647;159896599292
Qual é o maior país do mundo;32342336826;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;15357300390;15076929910;14762869761;15272945579;15379284285;15217917297;15115594139;15149433300;15438081611;15324773995;16240882662;16215555654;15006943516;15275196611;15358424206;15409647608;25189989131;18743750234;15196873800;15138947368;16438429605;14833028535;93333821969;29115989839;15613040864;15392132721;16787741389;15853158699;143861251981;54377136202;15475001054;15276012354;20547842813;15200962813;147996787601;139492540092;15052706771;15356390724;25670003038;15909947392;142318654987;159879428640;15363297234;14688226828;59373811652;16639143701;158852838509;-1;15590121634;15192777876;172829660027;17177217481;169615236491;-1;15173013903;15541068635;180627307214;18564229461;163499189258;-1;15580922764;15312587366;158563422360;29188435684;148656005598;173220613552
Quem é o prefeito de Paris?;27857907611;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;27803043555;28416016387;27962742992;28288822712;28684744815;27984974628;27846301270;27866435479;28001408151;28104298278;28747293776;29115335813;28283726891;28069359038;28597947549;28403662291;34745695835;34702228042;27399205024;27920100852;28818619822;28777929852;66410707763;86758942578;27765134463;27840024323;29393561231;29107427824;148304940008;143112451671;27996917409;28159201160;32325439588;31576677753;144122172133;141310951940;28151169149;27605850531;36535588208;36350663226;146729485852;141003430753;28516267073;28224418565;76913265300;65929777586;188728982345;167988671174;27894682023;28014467406;148059359499;152829977269;154422565263;143612948204;28302240288;28409118609;139647595774;154935598137;145615275894;144640062821;28969089146;28519240779;146676904383;144263287706;145509561134;143450790919
Quem é o treinador da equipe de hockey no gelo de Ankara?;28134983597;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10816090718;10719611918;10761865459;10553237408;10805740558;10529976634;10508184223;10732118309;10951420699;10865475319;11973649300;12098843947;10974250724;10620987109;11218402965;11483690866;17936777287;17546318619;10677661467;10818548786;11727915638;11524997981;48369696979;49326834457;10826268358;10723941374;12263908882;12277801972;141220711836;150661407175;10918101914;10857521696;14870128229;14361190280;151143443581;150893006678;10848087123;10859882786;19008383895;19264635823;152593076027;153611535289;10780566049;10845525743;45177316098;38385119372;164119095262;170007666730;11133166575;10736556641;146868459812;55421914291;145740120838;155965879969;10975242507;10859369569;165310564418;140098194201;153334175798;139211871024;10976427122;10983172315;151810885389;157913498281;152350412603;164490685124
Quem é o prefeito da capital da Polinésia Francessa?;24200574171;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11441240179;11342878939;11302102946;11292105380;11352512050;11352609659;11251159687;11224298429;11479624787;11439341477;12694580518;12374611503;11376538911;11374119081;12227443461;11666378145;19071218191;17627636020;11481952215;11362632404;12373156473;12206324833;52496363916;42581506372;11456825269;11375812832;13109862988;12632440938;144695477815;150191322758;11418760748;11460131882;15445852786;13661854573;139013076842;138701971848;11784814473;11740197834;21310702486;17515611333;143886195454;145022162433;11439273981;11489465100;48483382482;25326753576;190028264457;155756317162;11408970466;11390653472;151519313144;45301573379;146138861951;172848435883;11447204074;11397890608;164830825930;55601161883;159524187875;247121118153;11466165326;11476691386;145591078753;158928106168;143861849508;154366498265
Que prêmios Douglas Hofstadter ganhou?;7554650069;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7586128375;7545289415;7601993979;7664585234;7697028959;7654904055;7638760905;7620941246;7727821994;7759271069;8694492735;8689102210;7620816362;7560394529;7890350694;7919593423;10889874198;10936741291;7581492306;7567106135;7848698212;7833524014;10987854593;11120978181;7567753666;7589927215;7928902938;7847776373;11127847813;11016639889;7546936081;7630773700;7930438306;7894192781;10710670376;10885900574;7519327120;7598960921;7902335979;7816633441;10701064724;10816734752;7568136477;7506107067;7898805548;7893079116;10913707436;11079274122;7593529715;7502014826;7884054684;7863384962;11018051459;16436998897;7624664155;7590352649;8035646965;7808097512;11164062865;11013069426;7595261682;7601911859;7961211748;7795722041;10856926129;11169109976
Quanto custou The Lego Movie?;112142540813;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;109958884616;109407568914;109897406019;109699024451;111292100592;109765140220;110013996664;111426115102;110964231894;113350208343;110541620187;113828071973;109501955614;112101715218;112241373507;70819140503;118064728855;118300305383;110690288445;109801008408;112969213794;112729222970;146014530817;150438133138;112198978081;110195055802;113492811299;113225412092;150232831537;152526528794;110580909024;109762209361;115334138400;114995794066;154715492918;151350093593;110839189720;110229003405;118533101349;116301739062;139534043774;155203810361;111036798831;110052192262;144889061396;122210850645;149823122752;156454211359;110323407337;113506136275;151860332345;140903705352;151054301633;141532097493;112208102841;109804721784;150795845979;155046810932;152398649183;158135353977;110374122397;111632342818;149552717323;152338391513;149371013683;149635163366
Onde começa a Piccadilly?;7402265599;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7361056363;7470379451;7402997731;7337247069;7398907983;7513352196;7355001466;7325173865;7603119715;7467301379;8548916309;8520358487;7346260315;7368036646;7914237790;7633002493;14433461036;12791020220;7362151296;7366809563;8463899158;7665130053;46065262704;27784946735;7486316563;7381359817;9239833229;7973535969;141067729111;147759077062;7459345140;7365744435;11900855619;8348025365;149863221535;148865941387;7388061789;7425572849;16665860583;8627147506;140108383000;151288997678;7414081356;7475855054;20591426433;10663518030;136599848895;137862411966;7421225593;7316492777;19732574515;11555957453;136555153326;137175546751;7416934897;7416795467;20011485279;11602204123;136576298458;137501820307;7371390998;7464868836;20340393032;11640978799;136550064588;139161774156
O Príncipe Harry e o Príncipe William têm os mesmos pais?;31841127139;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;21462316852;21785879396;21603957976;21505036275;21845377962;21503844309;21602242596;22033714843;21718552102;21903933004;23166561200;22710404728;21872468571;21816362704;22080644754;21687017949;30795738289;25695350092;21618155555;21605418099;22674245564;23096600368;90914738035;35057954803;21884827373;21939358704;24482999639;23696803410;156463853490;64241618039;22161549411;22194175209;27340942947;25710222985;149577825855;150646729858;22216262280;22097483520;32271228564;29841766911;152840628666;147384696837;22169796786;22040154420;61222547272;70874221415;254730146958;167259330063;22255210917;22054308185;152819618179;143348507120;156716700297;140784596450;22207449793;22445923525;156937558929;153057048047;159075261416;165417696838;22110076342;22207290324;153205031506;174397548636;149357657707;164196424528
