;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Com quem a filha de Robert Kennedy casou-se?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Que livros de Kerouac foram publicados pela Viking Press?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;False;False;True;True;True;True;True;True;True;False;False;False;False;False;True;False;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False
Qual a altura de Amazon Eve?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Em que museu está exposto O Grito de Munch?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False
Quem escreveu o livro Os Pilares da Terra?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False
James Bond é casado?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False
Quem descobriu Ceres?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Que rio a Ponte do Brooklyn cruza?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False
Quem foi chamado de Frank The Tank?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Qual é o maior país do mundo;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Quem é o prefeito de Paris?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False
Quem é o treinador da equipe de hockey no gelo de Ankara?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Quem é o prefeito da capital da Polinésia Francessa?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Que prêmios Douglas Hofstadter ganhou?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Quanto custou The Lego Movie?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Onde começa a Piccadilly?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
O Príncipe Harry e o Príncipe William têm os mesmos pais?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False
Quem interpretou o Agente Smith em Matrix?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Quantos idiomas são falados no Turquemenistão?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Em que filmes Julia Roberts e Richard Gere atuaram?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Em que país nasce o Ganges?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False
Em que ano nasceu Rachel Stevens?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False
Barack Obama é um Democrata?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Onde nasceu Bach?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False
Quantas vezes Jane Fonda se casou?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False
Quem foi o primeiro a escalar o Monte Everest?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Quantas pessoas vivem na Polônia;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False
Onde fica o Palácio de Westminster?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Christian Bale atua em Batman Begins?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False
Em que país fica o Lago Limerick?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Qual foi o último filme de Alec Guinness?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Qual a montanha mais alta da Austrália?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Frank Herbert ainda vive?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False
Quem criou Family Guy?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False
Qual a língua oficial do Suriname?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Quem escreveu a canção Hotel California?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False
Liste todos os atores que estrelaram em filmes dirigidos por William Shatner.;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False
Quais são os ingredientes do biscoito de chocolate?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Liste todos os skatistas profissionais da Suécia.;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Que ingredientes eu preciso para um bolo de cenoura?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
O Neymar joga no Real Madrid?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Que cientista da computação ganhou um Oscar?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;True;True;False;False;False;False;True;True;False;False;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;True;True;False;True;False;False;True;True;False;False;False;False
Quantas empresas foram fundadas no mesmo ano que o Google?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Em que cidade da Inglaterra está a sede do MI6?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;True;True;True;True;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False
A Crise dos Mísseis de Cuba ocorreu antes da Invasão da Baía dos Porcos?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Qual o significado de IYCM?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Quando a Dinastia Ming acabou?;True;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;True;True;True;True;False;False;False;False;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Qual é a população total de Melbourne, Florida?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Arnold Schwarzenegger frequentou uma universidade?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Em que país está o Monte Everest?;False;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False
